grade_id,enrollment_id,internal_marks,external_marks
2151,2151,22.8,35.4
2152,2152,14.1,21.2
2153,2153,18.1,13.2
2154,2154,9.0,27.8
2155,2155,5.7,15.4
2156,2156,10.9,35.7
2157,2157,17.0,26.7
2158,2158,10.2,45
2159,2159,11.1,18.9
2160,2160,11.9,16.6
2161,2161,6.4,27.0
2162,2162,15.8,26.3
2163,2163,10.3,20.8
2164,2164,17.0,32.1
2165,2165,11.1,28.8
2166,2166,21.8,40.1
2167,2167,26.2,64.5
2168,2168,24.4,50.7
2169,2169,21.9,44.2
2170,2170,23.5,57.0
2171,2171,29.0,56.5
2172,2172,26.0,57.4
2173,2173,28.9,59.0
2174,2174,25.3,51.1
2175,2175,27.1,54.4
2176,2176,27.2,65.1
2177,2177,26.5,47.7
2178,2178,23.2,41.7
2179,2179,20.0,45.7
2180,2180,27.8,52.7
2181,2181,28.6,53.3
2182,2182,23.4,55.5
2183,2183,23.3,54.7
2184,2184,12.8,45
2185,2185,11.7,18.6
2186,2186,9.7,31.5
2187,2187,11.2,45
2188,2188,10.6,45
2189,2189,14.3,5.8
2190,2190,11.6,1.1
2191,2191,15.7,26.2
2192,2192,16.4,16.5
2193,2193,23.2,45.3
2194,2194,21.6,60.4
2195,2195,23.5,43.9
2196,2196,30,51.0
2197,2197,21.8,48.9
2198,2198,29.6,49.9
2199,2199,30,61.1
2200,2200,28.0,52.8
2201,2201,24.0,57.5
2202,2202,22.7,55.6
2203,2203,23.1,52.9
2204,2204,18.7,53.6
2205,2205,25.6,53.0
2206,2206,22.6,56.5
2207,2207,22.2,64.1
2208,2208,28.2,55.4
2209,2209,18.7,52.3
2210,2210,25.3,54.6
2211,2211,17.7,50.1
2212,2212,22.3,46.8
2213,2213,21.0,47.9
2214,2214,13.9,55.6
2215,2215,19.4,42.7
2216,2216,18.7,18.5
2217,2217,28.0,31.9
2218,2218,14.6,46.0
2219,2219,15.9,55.2
2220,2220,20.5,43.0
2221,2221,21.6,49.8
2222,2222,26.1,46.0
2223,2223,16.0,43.3
2224,2224,19.2,32.5
2225,2225,20.3,47.5
2226,2226,22.0,39.7
2227,2227,21.0,54.8
2228,2228,17.6,28.7
2229,2229,21.9,47.0
2230,2230,22.8,35.5
2231,2231,20.1,41.7
2232,2232,17.0,53.3
2233,2233,16.6,49.8
2234,2234,16.9,33.3
2235,2235,18.3,49.1
2236,2236,18.5,42.8
2237,2237,25.3,45.3
2238,2238,16.6,31.8
2239,2239,12.8,32.2
2240,2240,14.3,22.8
2241,2241,13.7,14.7
2242,2242,14.3,36.0
2243,2243,15.1,27.5
2244,2244,23.1,31.7
2245,2245,9.0,0.1
2246,2246,8.2,13.2
2247,2247,27.2,60.2
2248,2248,30,52.7
2249,2249,23.7,39.9
2250,2250,18.9,62.9
2251,2251,26.2,59.9
2252,2252,28.7,57.5
2253,2253,21.3,55.3
2254,2254,27.5,65.1
2255,2255,25.6,48.0
2256,2256,14.2,34.2
2257,2257,13.0,44.3
2258,2258,18.1,46.7
2259,2259,16.7,38.0
2260,2260,17.5,53.8
2261,2261,21.9,36.5
2262,2262,17.1,34.1
2263,2263,18.8,39.9
2264,2264,14.6,61.6
2265,2265,22.6,70
2266,2266,25.9,50.6
2267,2267,25.0,56.2
2268,2268,24.2,44.5
2269,2269,27.9,47.8
2270,2270,25.9,50.5
2271,2271,20.3,48.8
2272,2272,20.4,58.8
2273,2273,27.0,61.4
2274,2274,26.3,62.5
2275,2275,24.5,60.9
2276,2276,24.3,50.8
2277,2277,22.0,58.4
2278,2278,28.0,60.0
2279,2279,27.4,59.0
2280,2280,25.4,45.0
2281,2281,25.0,57.9
2282,2282,20.7,47.7
2283,2283,26.4,57.0
2284,2284,26.0,49.5
2285,2285,25.1,63.8
2286,2286,24.4,54.6
2287,2287,23.7,54.1
2288,2288,27.1,55.0
2289,2289,22.9,59.3
2290,2290,29.0,50.0
2291,2291,25.7,58.0
2292,2292,11.6,36.2
2293,2293,11.5,24.2
2294,2294,7.9,19.2
2295,2295,11.1,22.2
2296,2296,20.4,20.6
2297,2297,15.5,5.7
2298,2298,11.0,34.0
2299,2299,16.2,28.9
2300,2300,21.3,36
2301,2301,13.5,47.1
2302,2302,25.2,58.3
2303,2303,15.3,48.5
2304,2304,11.7,36.2
2305,2305,15.3,34.9
2306,2306,18.1,33.0
2307,2307,19.7,39.9
2308,2308,27.7,34.1
2309,2309,14.0,54.9
2310,2310,21.6,29.1
2311,2311,19.4,58.7
2312,2312,23.6,50.4
2313,2313,18.3,24.7
2314,2314,20.8,41.6
2315,2315,13.7,41.9
2316,2316,20.3,44.4
2317,2317,26.5,41.5
2318,2318,19.4,28.8
2319,2319,18.3,29.3
2320,2320,18.5,45.7
2321,2321,17.0,36.2
2322,2322,15.7,46.4
2323,2323,11.9,33.7
2324,2324,18.0,46.7
2325,2325,18.8,44.4
2326,2326,18.8,29.9
2327,2327,13.2,51.6
2328,2328,11.1,19.7
2329,2329,18.5,31.2
2330,2330,13.7,32.7
2331,2331,18.0,29.4
2332,2332,20.2,33.4
2333,2333,6.3,20.4
2334,2334,11.5,42
2335,2335,4.1,15.1
2336,2336,6.6,36
2337,2337,21.3,55.7
2338,2338,25.1,37.5
2339,2339,13.5,49.0
2340,2340,19.8,34.7
2341,2341,11.0,42.9
2342,2342,22.2,52.8
2343,2343,21.8,37.9
2344,2344,19.3,34.1
2345,2345,12.6,38.3
2346,2346,11.5,36.0
2347,2347,20.7,17.1
2348,2348,15.8,41.3
2349,2349,0,14.9
2350,2350,20.3,43.8
2351,2351,7.6,25.1
2352,2352,15.2,31.9
2353,2353,14.9,25.3
2354,2354,21.3,16.6
2355,2355,30,58.4
2356,2356,29.2,42.8
2357,2357,21.1,65.0
2358,2358,27.7,58.6
2359,2359,30,40.0
2360,2360,26.0,54.7
2361,2361,30,55.7
2362,2362,26.7,60.9
2363,2363,22.4,60.0
2364,2364,19.6,52.2
2365,2365,25.6,58.0
2366,2366,25.8,60.9
2367,2367,28.5,54.8
2368,2368,24.9,56.9
2369,2369,26.3,58.8
2370,2370,30,54.1
2371,2371,27.0,36.2
2372,2372,25.2,56.5
2373,2373,21.0,46.2
2374,2374,22.1,32.2
2375,2375,20.9,60.6
2376,2376,26.2,51.8
2377,2377,20.9,48.0
2378,2378,13.0,42.3
2379,2379,15.2,52.2
2380,2380,11.1,32.1
2381,2381,18.1,27.0
2382,2382,26.9,61.3
2383,2383,26.0,52.4
2384,2384,24.7,54.9
2385,2385,22.2,47.5
2386,2386,29.8,57.6
2387,2387,23.3,43.6
2388,2388,25.4,59.7
2389,2389,24.5,54.4
2390,2390,24.2,60.7
2391,2391,15.8,45.0
2392,2392,12.3,37.5
2393,2393,15.3,42.5
2394,2394,15.2,37.4
2395,2395,14.9,28.4
2396,2396,26.2,39.5
2397,2397,15.7,28.8
2398,2398,12.3,40.4
2399,2399,15.8,31.2
2400,2400,20.6,56.8
2401,2401,24.9,53.0
2402,2402,14.8,54.3
2403,2403,23.8,32.1
2404,2404,22.9,40.5
2405,2405,17.3,60.1
2406,2406,22.8,24.9
2407,2407,27.8,40.6
2408,2408,26.0,42.9
2409,2409,17.1,39.4
2410,2410,9.3,24.6
2411,2411,16.1,15.5
2412,2412,17.1,27.1
2413,2413,16.0,34.1
2414,2414,17.9,33.9
2415,2415,14.6,20.0
2416,2416,13.1,23.3
2417,2417,19.0,21.7
2418,2418,14.4,27.0
2419,2419,17.4,34.2
2420,2420,17.9,22.1
2421,2421,17.3,33.2
2422,2422,15.0,29.8
2423,2423,26.0,54.7
2424,2424,21.0,46.1
2425,2425,25.8,49.0
2426,2426,15.4,47.4
2427,2427,20.8,35.0
2428,2428,10.3,19.9
2429,2429,10.7,45
2430,2430,17.4,34.2
2431,2431,20.8,27.6
2432,2432,9.3,24.0
2433,2433,8.2,17.3
2434,2434,12.4,15.0
2435,2435,12.3,17.5
2436,2436,18.6,46.6
2437,2437,17.5,26.0
2438,2438,10.1,49.5
2439,2439,19.0,46.6
2440,2440,20.8,38.9
2441,2441,20.4,45.9
2442,2442,15.0,44.4
2443,2443,21.2,27.2
2444,2444,14.3,45.6
2445,2445,22.0,38.0
2446,2446,12.5,27.6
2447,2447,18.4,42.0
2448,2448,16.7,42.8
2449,2449,19.8,49.4
2450,2450,21.5,46.1
2451,2451,20.2,52.6
2452,2452,15.3,36.3
2453,2453,17.2,39.2
2454,2454,14.2,19.3
2455,2455,16.9,45
2456,2456,19.2,27.4
2457,2457,16.1,35.8
2458,2458,10.4,24.2
2459,2459,16.6,20.7
2460,2460,22.0,11.4
2461,2461,11.0,19.0
2462,2462,10.6,11.1
2463,2463,11.3,40.7
2464,2464,12.2,17.6
2465,2465,16.2,26.2
2466,2466,15.2,23.1
2467,2467,14.3,32.2
2468,2468,23.1,23.5
2469,2469,14.2,23.0
2470,2470,16.2,26.1
2471,2471,7.7,0
2472,2472,28.2,46.1
2473,2473,23.6,56.2
2474,2474,21.1,50.2
2475,2475,25.5,47.0
2476,2476,25.5,44.0
2477,2477,26.1,50.5
2478,2478,24.6,52.4
2479,2479,26.0,65.1
2480,2480,25.5,58.0
2481,2481,19.2,31.4
2482,2482,20.1,36.1
2483,2483,22.4,35.1
2484,2484,20.2,49.7
2485,2485,13.6,47.1
2486,2486,23.9,56.3
2487,2487,19.5,61.2
2488,2488,24.8,42.6
2489,2489,18.1,62.8
2490,2490,9.8,34.4
2491,2491,9.5,31.5
2492,2492,13.4,17.6
2493,2493,8.5,35.7
2494,2494,11.6,27.4
2495,2495,16.5,23.2
2496,2496,9.8,21.6
2497,2497,10.6,39
2498,2498,8.5,23.4
2499,2499,23.6,59.7
2500,2500,24.9,51.9
2501,2501,22.5,55.9
2502,2502,24.5,57.4
2503,2503,26.3,52.7
2504,2504,22.3,56.0
2505,2505,26.3,52.1
2506,2506,23.0,61.4
2507,2507,27.4,49.3
2508,2508,16.6,39.0
2509,2509,24.8,50.6
2510,2510,15.3,40.5
2511,2511,17.4,33.5
2512,2512,20.6,32.5
2513,2513,20.2,20.5
2514,2514,23.6,49.9
2515,2515,21.5,48.2
2516,2516,18.4,42.0
2517,2517,30,63.4
2518,2518,26.9,58.5
2519,2519,18.6,50.7
2520,2520,24.6,65.5
2521,2521,18.9,46.0
2522,2522,26.4,63.6
2523,2523,28.8,63.7
2524,2524,23.1,70
2525,2525,27.7,63.4
2526,2526,17.0,37.9
2527,2527,15.4,28.3
2528,2528,18.0,30.8
2529,2529,13.9,27.7
2530,2530,11.6,34.6
2531,2531,14.3,28.5
2532,2532,16.4,24.8
2533,2533,11.9,24.5
2534,2534,14.0,5.8
2535,2535,23.5,52.5
2536,2536,28.9,46.1
2537,2537,25.3,49.7
2538,2538,25.8,60.7
2539,2539,28.0,51.6
2540,2540,26.1,42.0
2541,2541,20.4,53.2
2542,2542,24.2,47.3
2543,2543,22.3,58.4
2544,2544,19.2,26.2
2545,2545,15.6,35.3
2546,2546,26.3,46.4
2547,2547,16.9,30.2
2548,2548,17.7,40.8
2549,2549,21.8,27.3
2550,2550,21.3,28.4
2551,2551,20.3,36.2
2552,2552,18.9,36.7
2553,2553,26.6,54.2
2554,2554,24.2,60.7
2555,2555,23.6,51.7
2556,2556,28.5,66.8
2557,2557,25.0,58.3
2558,2558,24.0,55.8
2559,2559,17.9,66.3
2560,2560,24.7,64.6
2561,2561,22.6,50.0
2562,2562,12.3,22.9
2563,2563,9.9,29.2
2564,2564,11.3,33.9
2565,2565,5.1,32.1
2566,2566,13.5,32.9
2567,2567,11.9,23.7
2568,2568,17.0,19.9
2569,2569,16.3,14.5
2570,2570,5.1,34.3
2571,2571,10.9,27.5
2572,2572,10.4,17.3
2573,2573,12.5,44.7
2574,2574,22.7,35.9
2575,2575,20.6,24.8
2576,2576,14.1,12.9
2577,2577,7.5,18.0
2578,2578,13.3,23.0
2579,2579,13.2,21.7
2580,2580,16.5,24.4
2581,2581,15.6,26.3
2582,2582,22.1,31.9
2583,2583,6.5,16.1
2584,2584,18.3,34.8
2585,2585,14.3,32.3
2586,2586,14.4,41.3
2587,2587,13.4,15.9
2588,2588,6.2,8.2
2589,2589,19.8,27.2
2590,2590,15.7,52.8
2591,2591,11.4,40.5
2592,2592,15.2,39.9
2593,2593,20.4,29.8
2594,2594,22.6,30.8
2595,2595,18.4,44.8
2596,2596,16.1,34.7
2597,2597,21.7,36.4
2598,2598,19.8,33.9
2599,2599,11.4,40.8
2600,2600,3.8,16.3
2601,2601,19.1,30.1
2602,2602,15.3,25.7
2603,2603,14.9,16.8
2604,2604,4.1,25.7
2605,2605,11.1,25.2
2606,2606,15.6,11.6
2607,2607,22.9,55.1
2608,2608,19.8,56.7
2609,2609,25.6,54.3
2610,2610,22.7,50.7
2611,2611,22.0,55.8
2612,2612,22.1,58.2
2613,2613,19.1,60.7
2614,2614,26.1,62.0
2615,2615,25.5,64.3
2616,2616,19.7,39.9
2617,2617,19.6,36.3
2618,2618,19.5,42.7
2619,2619,21.1,39.9
2620,2620,15.8,27.8
2621,2621,21.5,37.4
2622,2622,25.3,28.1
2623,2623,25.5,33.7
2624,2624,15.9,38.7
2625,2625,28.8,48.6
2626,2626,24.6,59.6
2627,2627,25.6,66.4
2628,2628,21.2,64.3
2629,2629,29.6,53.5
2630,2630,25.6,54.6
2631,2631,24.5,61.8
2632,2632,24.3,64.4
2633,2633,26.9,49.8
2634,2634,10.7,17.6
2635,2635,9.5,25.6
2636,2636,23.6,17.8
2637,2637,14.2,18.9
2638,2638,16.3,5.5
2639,2639,1.4,16.9
2640,2640,6.8,28.0
2641,2641,11.4,39
2642,2642,11.9,20.3
2643,2643,21.7,61.0
2644,2644,22.2,44.7
2645,2645,27.8,61.4
2646,2646,26.9,48.8
2647,2647,25.8,55.1
2648,2648,22.5,48.2
2649,2649,23.9,53.6
2650,2650,24.6,57.3
2651,2651,25.2,49.4
2652,2652,23.0,29.4
2653,2653,17.6,34.7
2654,2654,18.0,38.6
2655,2655,24.9,45.9
2656,2656,26.7,42.0
2657,2657,17.8,39.2
2658,2658,22.7,47.5
2659,2659,21.4,43.2
2660,2660,21.9,26.7
2661,2661,9.9,43.6
2662,2662,17.9,22.2
2663,2663,14.8,30.6
2664,2664,16.7,32.3
2665,2665,12.2,11.9
2666,2666,17.6,21.4
2667,2667,11.5,20.2
2668,2668,22.2,14.0
2669,2669,18.4,18.8
2670,2670,21.6,48.6
2671,2671,24.2,59.2
2672,2672,27.3,51.7
2673,2673,20.2,58.2
2674,2674,17.9,61.0
2675,2675,28.4,59.3
2676,2676,22.7,47.2
2677,2677,25.7,68.0
2678,2678,25.2,70
2679,2679,25.8,48.9
2680,2680,22.0,59.5
2681,2681,18.8,55.5
2682,2682,25.4,54.1
2683,2683,24.7,63.9
2684,2684,25.6,56.3
2685,2685,21.7,35.3
2686,2686,29.5,43.4
2687,2687,28.2,62.8
2688,2688,14.4,32.5
2689,2689,27.1,50.1
2690,2690,23.8,32.5
2691,2691,17.9,51.0
2692,2692,18.1,26.8
2693,2693,26.4,50.7
2694,2694,17.0,30.2
2695,2695,21.8,54.3
2696,2696,19.5,51.6
2697,2697,21.4,31.2
2698,2698,18.0,45.7
2699,2699,21.5,25.0
2700,2700,16.1,43.4
2701,2701,21.7,44.8
2702,2702,18.4,50.6
2703,2703,16.9,61.7
2704,2704,24.3,33.2
2705,2705,21.0,58.4
2706,2706,23.8,36.9
2707,2707,26.6,40.8
2708,2708,21.8,62.8
2709,2709,18.5,27.9
2710,2710,18.5,44.6
2711,2711,15.0,43.6
2712,2712,27.3,18
2713,2713,26.1,36.4
2714,2714,18.5,31.2
2715,2715,24.6,44.6
2716,2716,25.7,53.8
2717,2717,22.6,67.2
2718,2718,29.0,51.9
2719,2719,19.8,47.7
2720,2720,26.1,62.4
2721,2721,24.7,49.3
2722,2722,30,42.9
2723,2723,21.8,58.3
2724,2724,11.4,15.2
2725,2725,10.3,19.2
2726,2726,19.5,10.8
2727,2727,15.4,18.4
2728,2728,11.8,28.5
2729,2729,8.3,30.3
2730,2730,17.3,32.4
2731,2731,9.3,30.2
2732,2732,16.7,2.1
2733,2733,24.1,63.1
2734,2734,22.5,52.6
2735,2735,22.5,59.8
2736,2736,27.0,52.1
2737,2737,24.4,53.4
2738,2738,26.1,69.1
2739,2739,25.3,51.7
2740,2740,23.0,63.4
2741,2741,25.4,52.1
2742,2742,27.0,56.5
2743,2743,30,53.8
2744,2744,24.6,59.0
2745,2745,21.7,59.6
2746,2746,25.6,55.3
2747,2747,19.7,54.9
2748,2748,24.9,56.5
2749,2749,29.9,57.5
2750,2750,20.5,62.5
2751,2751,17.8,23.3
2752,2752,26.5,41.7
2753,2753,23.4,47.5
2754,2754,22.9,22.7
2755,2755,13.1,47.5
2756,2756,17.2,41.2
2757,2757,16.0,47.4
2758,2758,14.7,35.7
2759,2759,19.0,41.9
2760,2760,16.8,32.5
2761,2761,14.7,17.2
2762,2762,11.2,21.0
2763,2763,10.8,25.5
2764,2764,18.4,33.1
2765,2765,12.0,12.3
2766,2766,13.5,17.4
2767,2767,12.9,19.6
2768,2768,14.0,13.3
2769,2769,11.2,41.4
2770,2770,12.5,16.4
2771,2771,12.2,29.8
2772,2772,18.4,42.1
2773,2773,1.6,38.2
2774,2774,6.1,25.4
2775,2775,19.6,40.7
2776,2776,14.7,22.3
2777,2777,4.5,17.1
2778,2778,10.4,11.5
2779,2779,9.5,21.1
2780,2780,21.2,20.9
2781,2781,4.7,25.1
2782,2782,11.5,30.9
2783,2783,11.9,31.0
2784,2784,10.9,26.1
2785,2785,18.7,27.8
2786,2786,3.4,2.4
2787,2787,11.6,41.1
2788,2788,7.4,22.6
2789,2789,12.1,25.4
2790,2790,16.8,39.6
2791,2791,6.7,19.1
2792,2792,21.1,21.6
2793,2793,17.4,40.2
2794,2794,18.4,16.1
2795,2795,11.2,19.0
2796,2796,22.0,58.6
2797,2797,25.1,49.8
2798,2798,25.7,44.2
2799,2799,26.4,49.8
2800,2800,29.1,40.4
2801,2801,23.6,42.0
2802,2802,19.7,55.8
2803,2803,28.5,49.0
2804,2804,28.9,44.7
2805,2805,25.4,24.2
2806,2806,12.5,56.5
2807,2807,14.4,44.3
2808,2808,14.8,59.4
2809,2809,18.4,40.0
2810,2810,15.6,28.6
2811,2811,25.2,39.6
2812,2812,26.3,36.6
2813,2813,24.7,39.8
2814,2814,15.2,28.6
2815,2815,15.8,24.1
2816,2816,20.7,32.9
2817,2817,19.1,35.2
2818,2818,10.3,41.0
2819,2819,18.6,17.6
2820,2820,20.5,26.3
2821,2821,20.8,29.4
2822,2822,11.0,14.8
2823,2823,23.8,48.3
2824,2824,23.6,63.3
2825,2825,19.4,57.8
2826,2826,26.2,53.7
2827,2827,24.8,50.6
2828,2828,30,52.5
2829,2829,22.8,49.1
2830,2830,27.2,46.4
2831,2831,23.9,61.3
2832,2832,17.9,46.6
2833,2833,20.9,35.8
2834,2834,18.0,32.6
2835,2835,15.7,35.6
2836,2836,13.6,44.4
2837,2837,26.4,44.3
2838,2838,16.3,38.4
2839,2839,14.8,55.0
2840,2840,20.6,55.0
2841,2841,25.5,59.8
2842,2842,28.2,51.0
2843,2843,21.7,56.2
2844,2844,21.0,51.0
2845,2845,23.7,45.6
2846,2846,22.6,58.0
2847,2847,26.1,61.1
2848,2848,20.2,51.6
2849,2849,21.2,57.5
2850,2850,18.1,26.6
2851,2851,15.7,63
2852,2852,19.7,18.6
2853,2853,12.9,48.2
2854,2854,17.0,36.7
2855,2855,26.8,23.1
2856,2856,22.4,63
2857,2857,21.5,46.6
2858,2858,22.4,38.4
2859,2859,25.1,55.2
2860,2860,26.9,51.0
2861,2861,25.2,59.7
2862,2862,27.2,62.3
2863,2863,22.3,55.9
2864,2864,23.2,45.0
2865,2865,22.6,60.5
2866,2866,23.0,59.0
2867,2867,25.9,40.2
2868,2868,15.6,52.2
2869,2869,20.0,53.5
2870,2870,16.5,46.7
2871,2871,13.9,29.3
2872,2872,17.7,35.7
2873,2873,20.0,50.4
2874,2874,16.6,31.3
2875,2875,13.4,52.1
2876,2876,23.0,37.3
2877,2877,23.8,55.6
2878,2878,28.5,45.4
2879,2879,23.4,63.3
2880,2880,21.7,57.3
2881,2881,25.3,49.1
2882,2882,29.1,63.5
2883,2883,22.6,60.7
2884,2884,26.4,54.4
2885,2885,22.1,53.6
2886,2886,11.2,24.4
2887,2887,17.9,30.4
2888,2888,12.4,28.8
2889,2889,13.9,37.1
2890,2890,11.0,26.3
2891,2891,17.5,26.0
2892,2892,12.2,27.1
2893,2893,15.0,33.0
2894,2894,7.7,11.1
2895,2895,23.4,17.4
2896,2896,18.3,30.2
2897,2897,7.8,17.8
2898,2898,6.0,26.7
2899,2899,13.1,29.0
2900,2900,15.9,15.9
2901,2901,0,11.0
2902,2902,14.5,16.1
2903,2903,8.2,15.9
2904,2904,17.0,43.8
2905,2905,21.7,40.2
2906,2906,17.2,33.3
2907,2907,21.3,44.1
2908,2908,20.0,53.5
2909,2909,14.2,32.6
2910,2910,14.0,42.0
2911,2911,15.8,56.8
2912,2912,21.9,30.7
2913,2913,14.2,48.4
2914,2914,15.5,30.6
2915,2915,22.1,63
2916,2916,18.1,48.4
2917,2917,24.5,42.6
2918,2918,15.2,35.9
2919,2919,19.0,31.8
2920,2920,22.9,39.4
2921,2921,12.0,56.9
2922,2922,28.9,54.6
2923,2923,25.9,35
2924,2924,20.8,61.3
2925,2925,24.1,66.8
2926,2926,22.7,45.8
2927,2927,23.5,62.9
2928,2928,27.2,48.7
2929,2929,26.5,48.2
2930,2930,24.1,63.4
2931,2931,27.5,51.2
2932,2932,28.0,53.8
2933,2933,23.8,52.4
2934,2934,29.1,54.9
2935,2935,24.0,59.7
2936,2936,23.7,55.5
2937,2937,24.7,40.5
2938,2938,19.3,50.5
2939,2939,20.8,65.5
2940,2940,16.7,60.4
2941,2941,13.1,43.8
2942,2942,22.1,18
2943,2943,21.5,22.0
2944,2944,19.2,56.0
2945,2945,18.9,24.9
2946,2946,27.0,39.4
2947,2947,27.0,34.5
2948,2948,17.8,26.6
2949,2949,30,59.7
2950,2950,19.5,64.5
2951,2951,20.1,59.5
2952,2952,27.9,45.3
2953,2953,24.5,48.4
2954,2954,29.6,48.5
2955,2955,28.5,60.8
2956,2956,27.8,50.2
2957,2957,22.5,63.9
2958,2958,18.1,39.7
2959,2959,13.2,33.9
2960,2960,15.9,36.5
2961,2961,17.9,34.9
2962,2962,21.0,46.6
2963,2963,18.4,38.2
2964,2964,19.4,41.3
2965,2965,18.6,18
2966,2966,17.2,35.9
2967,2967,22.1,54.0
2968,2968,26.8,62.5
2969,2969,25.4,54.3
2970,2970,25.3,59.7
2971,2971,21.2,47.9
2972,2972,26.2,62.8
2973,2973,29.8,47.6
2974,2974,24.8,48.4
2975,2975,19.8,42.7
2976,2976,21.8,29.8
2977,2977,14.4,44.0
2978,2978,19.7,33.9
2979,2979,19.9,55.8
2980,2980,22.1,39.0
2981,2981,18.7,23.8
2982,2982,20.8,37.0
2983,2983,19.8,47.2
2984,2984,14.2,42.8
2985,2985,14.7,41.5
2986,2986,23.3,47.8
2987,2987,18.8,41.3
2988,2988,18.2,29.4
2989,2989,14.2,32.5
2990,2990,22.0,39.6
2991,2991,16.5,40.3
2992,2992,9.2,37.8
2993,2993,21.0,34.4
2994,2994,28.0,36.6
2995,2995,14.4,63
2996,2996,19.8,43.1
2997,2997,25.6,51.1
2998,2998,19.7,44.5
2999,2999,17.8,48.0
3000,3000,13.0,42.7
3001,3001,16.9,37.5
3002,3002,19.7,22.5
3003,3003,28.0,32.4
3004,3004,19.6,32.2
3005,3005,11.2,43.4
3006,3006,21.2,47.1
3007,3007,15.0,43.3
3008,3008,28.0,40.8
3009,3009,14.6,54.4
3010,3010,25.2,41.9
3011,3011,17.9,49.3
3012,3012,16.5,37.5
3013,3013,16.0,42.9
3014,3014,22.4,53.5
3015,3015,28.0,32.8
3016,3016,15.7,19.8
3017,3017,18.0,53.4
3018,3018,23.6,48.5
3019,3019,16.0,43.1
3020,3020,20.1,37.3
3021,3021,24.4,59.5
3022,3022,25.1,64.1
3023,3023,22.6,53.9
3024,3024,25.2,52.4
3025,3025,27.7,50.7
3026,3026,24.1,59.5
3027,3027,27.5,70
3028,3028,19.5,45.1
3029,3029,23.0,49.2
3030,3030,22.3,61.5
3031,3031,26.9,50.5
3032,3032,24.4,61.2
3033,3033,17.6,47.4
3034,3034,27.0,62.0
3035,3035,28.6,50.5
3036,3036,25.3,47.6
3037,3037,19.1,59.3
3038,3038,24.1,58.9
3039,3039,16.4,22.7
3040,3040,16.3,44.8
3041,3041,21.8,40.8
3042,3042,18.8,47.1
3043,3043,13.3,37.1
3044,3044,24.0,30.2
3045,3045,19.8,45.3
3046,3046,23.0,47.3
3047,3047,19.9,27.7
3048,3048,17.5,34.4
3049,3049,21.9,39.6
3050,3050,19.1,37.7
3051,3051,26.0,57.0
3052,3052,24.3,25.5
3053,3053,23.1,43.3
3054,3054,19.7,26.8
3055,3055,23.7,37.7
3056,3056,23.9,51.6
3057,3057,23.1,39.7
3058,3058,20.2,31.0
3059,3059,22.4,47.1
3060,3060,20.3,30.5
3061,3061,13.1,59.1
3062,3062,11.9,47.8
3063,3063,20.7,40.0
3064,3064,19.5,38.7
3065,3065,17.9,18.8
3066,3066,16.8,39.4
3067,3067,25.7,46.8
3068,3068,16.1,47.5
3069,3069,23.4,60.7
3070,3070,18.6,21.8
3071,3071,20.4,36.7
3072,3072,15.6,40.1
3073,3073,21.6,35.8
3074,3074,19.7,31.2
3075,3075,22.7,42.8
3076,3076,19.9,44.0
3077,3077,28.0,56.3
3078,3078,15.0,42.3
3079,3079,22.6,50.2
3080,3080,17.3,50.4
3081,3081,23.1,50.5
3082,3082,12.4,42.3
3083,3083,22.4,48.5
3084,3084,27.5,59.0
3085,3085,25.0,60.3
3086,3086,24.2,47.4
3087,3087,16.2,52.8
3088,3088,23.6,61.0
3089,3089,24.5,41.4
3090,3090,26.9,56.4
3091,3091,25.5,56.4
3092,3092,24.6,55.6
3093,3093,26.3,20.6
3094,3094,23.4,39.5
3095,3095,21.4,45.5
3096,3096,22.2,35.8
3097,3097,18.8,58.1
3098,3098,15.9,27.3
3099,3099,18.4,57.4
3100,3100,21.0,38.9
3101,3101,20.0,35.6
3102,3102,14.1,43.7
3103,3103,28.0,34.4
3104,3104,22.5,21.2
3105,3105,22.8,51.7
3106,3106,21.1,55.7
3107,3107,14.5,35.3
3108,3108,13.0,36.2
3109,3109,17.7,43.3
3110,3110,22.7,26.1
3111,3111,30,50.7
3112,3112,30,44.1
3113,3113,22.9,65.1
3114,3114,29.2,60.0
3115,3115,28.7,50.5
3116,3116,25.1,51.2
3117,3117,25.5,42.4
3118,3118,26.0,45.2
3119,3119,27.0,67.4
3120,3120,20.8,58.6
3121,3121,22.6,48.6
3122,3122,25.5,45.6
3123,3123,19.8,59.9
3124,3124,23.9,55.8
3125,3125,25.8,54.4
3126,3126,22.8,49.7
3127,3127,25.1,50.0
3128,3128,29.1,54.9
3129,3129,23.1,37.6
3130,3130,21.1,33.9
3131,3131,23.7,31.9
3132,3132,17.5,33.4
3133,3133,25.3,41.3
3134,3134,16.6,36.4
3135,3135,24.5,50.6
3136,3136,11.9,32.9
3137,3137,23.1,29.2
3138,3138,24.0,42.7
3139,3139,7.1,20.4
3140,3140,17.2,13.4
3141,3141,10.8,19.4
3142,3142,18.9,30.3
3143,3143,13.8,31.2
3144,3144,11.7,34.9
3145,3145,14.4,15.8
3146,3146,15.0,17.8
3147,3147,19.7,27.5
3148,3148,19.1,22.6
3149,3149,21.2,32.9
3150,3150,17.6,47.8
3151,3151,16.8,33.3
3152,3152,19.1,33.3
3153,3153,14.7,54.6
3154,3154,19.3,18
