attendance_id,enrollment_id,total_classes,classes_attended
2993,2993,73,73
2994,2994,80,55
2995,2995,80,80
2996,2996,78,74
2997,2997,75,66
2998,2998,72,68
2999,2999,89,88
3000,3000,94,68
3001,3001,70,67
3002,3002,92,65
3003,3003,85,81
3004,3004,94,71
3005,3005,74,74
3006,3006,76,75
3007,3007,77,77
3008,3008,66,66
3009,3009,79,72
3010,3010,71,71
3011,3011,75,75
3012,3012,71,71
3013,3013,67,67
3014,3014,95,85
3015,3015,89,79
3016,3016,80,70
3017,3017,77,58
3018,3018,73,73
3019,3019,80,63
3020,3020,89,81
3021,3021,82,82
3022,3022,88,88
3023,3023,80,79
3024,3024,90,86
3025,3025,86,80
3026,3026,91,85
3027,3027,88,83
3028,3028,84,78
3029,3029,95,76
3030,3030,81,81
3031,3031,97,90
3032,3032,82,77
3033,3033,83,83
3034,3034,82,82
3035,3035,86,77
3036,3036,88,88
3037,3037,84,84
3038,3038,98,85
3039,3039,78,56
3040,3040,84,79
3041,3041,78,64
3042,3042,86,75
3043,3043,71,71
3044,3044,83,64
3045,3045,74,66
3046,3046,95,57
3047,3047,95,59
3048,3048,70,70
3049,3049,94,68
3050,3050,93,83
3051,3051,65,65
3052,3052,71,71
3053,3053,71,68
3054,3054,68,60
3055,3055,83,83
3056,3056,68,68
3057,3057,71,60
3058,3058,73,73
3059,3059,65,65
3060,3060,92,61
3061,3061,91,59
3062,3062,74,69
3063,3063,85,79
3064,3064,95,72
3065,3065,66,64
3066,3066,80,57
3067,3067,92,73
3068,3068,70,70
3069,3069,95,64
3070,3070,70,70
3071,3071,70,56
3072,3072,85,78
3073,3073,75,56
3074,3074,93,85
3075,3075,84,84
3076,3076,76,69
3077,3077,68,68
3078,3078,93,83
3079,3079,85,55
3080,3080,93,71
3081,3081,76,61
3082,3082,92,67
3083,3083,90,64
3084,3084,99,78
3085,3085,89,85
3086,3086,98,91
3087,3087,88,79
3088,3088,84,84
3089,3089,92,92
3090,3090,85,75
3091,3091,87,80
3092,3092,95,90
3093,3093,77,77
3094,3094,73,73
3095,3095,89,87
3096,3096,93,66
3097,3097,80,80
3098,3098,75,75
3099,3099,78,56
3100,3100,72,72
3101,3101,87,73
3102,3102,95,60
3103,3103,70,70
3104,3104,81,67
3105,3105,89,56
3106,3106,81,64
3107,3107,66,66
3108,3108,81,65
3109,3109,70,69
3110,3110,69,69
3111,3111,89,87
3112,3112,95,89
3113,3113,89,75
3114,3114,89,81
3115,3115,82,76
3116,3116,95,80
3117,3117,87,87
3118,3118,92,92
3119,3119,82,82
3120,3120,90,75
3121,3121,96,78
3122,3122,87,87
3123,3123,97,94
3124,3124,90,83
3125,3125,88,78
3126,3126,85,85
3127,3127,83,77
3128,3128,99,86
3129,3129,85,61
3130,3130,88,72
3131,3131,75,75
3132,3132,76,60
3133,3133,80,70
3134,3134,78,72
3135,3135,87,86
3136,3136,77,77
3137,3137,66,61
3138,3138,55,55
3139,3139,78,61
3140,3140,42,42
3141,3141,69,68
3142,3142,67,36
3143,3143,61,41
3144,3144,41,41
3145,3145,62,57
3146,3146,68,38
3147,3147,75,75
3148,3148,70,70
3149,3149,84,69
3150,3150,94,60
3151,3151,80,66
3152,3152,92,86
3153,3153,93,78
3154,3154,75,56
3155,3155,94,87
3156,3156,92,92
3157,3157,82,82
3158,3158,88,79
3159,3159,92,79
3160,3160,89,89
3161,3161,87,87
3162,3162,84,84
3163,3163,87,82
3164,3164,100,81
3165,3165,70,63
3166,3166,76,47
3167,3167,77,60
3168,3168,64,51
3169,3169,56,56
3170,3170,55,55
3171,3171,48,48
3172,3172,55,55
3173,3173,72,65
3174,3174,88,77
3175,3175,82,69
3176,3176,66,66
3177,3177,78,59
3178,3178,82,82
3179,3179,76,76
3180,3180,86,77
3181,3181,83,71
3182,3182,87,86
3183,3183,97,96
3184,3184,96,88
3185,3185,98,85
3186,3186,81,81
3187,3187,82,82
3188,3188,85,81
3189,3189,85,80
3190,3190,83,83
3191,3191,98,96
3192,3192,89,86
3193,3193,88,88
3194,3194,86,82
3195,3195,82,82
3196,3196,88,75
3197,3197,97,76
3198,3198,80,80
3199,3199,89,75
3200,3200,91,77
3201,3201,86,86
3202,3202,84,84
3203,3203,94,80
3204,3204,94,75
3205,3205,83,83
3206,3206,85,85
3207,3207,95,81
3208,3208,90,89
3209,3209,92,89
3210,3210,87,87
3211,3211,91,76
3212,3212,98,78
3213,3213,100,85
3214,3214,97,91
3215,3215,86,84
3216,3216,86,84
3217,3217,93,87
3218,3218,83,83
3219,3219,90,73
3220,3220,81,57
3221,3221,93,66
3222,3222,82,56
3223,3223,71,71
3224,3224,91,82
3225,3225,70,70
3226,3226,94,68
3227,3227,93,69
3228,3228,66,66
3229,3229,94,73
3230,3230,91,76
3231,3231,91,69
3232,3232,66,64
3233,3233,86,71
3234,3234,83,74
3235,3235,88,72
3236,3236,91,81
3237,3237,99,75
3238,3238,94,79
3239,3239,100,78
3240,3240,95,77
3241,3241,88,88
3242,3242,89,89
3243,3243,88,78
3244,3244,86,77
3245,3245,84,84
3246,3246,91,79
3247,3247,90,59
3248,3248,79,64
3249,3249,86,86
3250,3250,71,71
3251,3251,69,69
3252,3252,70,70
3253,3253,66,66
3254,3254,81,59
3255,3255,94,75
3256,3256,87,87
3257,3257,84,84
3258,3258,82,82
3259,3259,85,85
3260,3260,83,83
3261,3261,98,76
3262,3262,83,82
3263,3263,97,77
3264,3264,84,79
3265,3265,86,86
3266,3266,85,84
3267,3267,79,78
3268,3268,88,66
3269,3269,73,65
3270,3270,90,74
3271,3271,87,69
3272,3272,85,77
3273,3273,94,89
3274,3274,90,85
3275,3275,96,81
3276,3276,98,81
3277,3277,99,86
3278,3278,93,86
3279,3279,84,84
3280,3280,89,89
3281,3281,90,90
3282,3282,65,65
3283,3283,73,64
3284,3284,90,67
3285,3285,72,63
3286,3286,84,84
3287,3287,86,61
3288,3288,65,58
3289,3289,94,77
3290,3290,71,71
3291,3291,91,83
3292,3292,74,74
3293,3293,93,64
3294,3294,94,81
3295,3295,80,72
3296,3296,68,64
3297,3297,66,63
3298,3298,80,65
3299,3299,91,78
3300,3300,95,95
3301,3301,82,82
3302,3302,89,89
3303,3303,86,86
3304,3304,82,82
3305,3305,80,80
3306,3306,85,85
3307,3307,88,88
3308,3308,90,80
3309,3309,93,85
3310,3310,94,94
3311,3311,84,84
3312,3312,89,87
3313,3313,92,76
3314,3314,92,85
3315,3315,93,88
3316,3316,91,83
3317,3317,88,77
3318,3318,93,62
3319,3319,89,61
3320,3320,67,64
3321,3321,67,59
3322,3322,90,76
3323,3323,69,69
3324,3324,86,61
3325,3325,69,67
3326,3326,70,60
3327,3327,43,40
3328,3328,52,52
3329,3329,71,46
3330,3330,77,38
3331,3331,45,45
3332,3332,74,47
3333,3333,44,44
3334,3334,54,45
3335,3335,58,58
3336,3336,88,70
3337,3337,95,71
3338,3338,66,59
3339,3339,66,66
3340,3340,87,83
3341,3341,67,67
3342,3342,76,59
3343,3343,75,75
3344,3344,76,76
3345,3345,72,65
3346,3346,79,79
3347,3347,95,80
3348,3348,79,64
3349,3349,78,56
3350,3350,77,64
3351,3351,90,66
3352,3352,71,61
3353,3353,73,73
3354,3354,97,83
3355,3355,95,88
3356,3356,95,95
3357,3357,82,82
3358,3358,84,82
3359,3359,86,86
3360,3360,100,80
3361,3361,99,88
3362,3362,96,84
3363,3363,95,77
3364,3364,87,81
3365,3365,90,90
3366,3366,88,88
3367,3367,86,79
3368,3368,98,82
3369,3369,87,87
3370,3370,90,90
3371,3371,84,84
3372,3372,93,72
3373,3373,71,71
3374,3374,89,58
3375,3375,65,65
3376,3376,82,64
3377,3377,80,75
3378,3378,91,67
3379,3379,68,68
3380,3380,71,71
3381,3381,89,83
3382,3382,80,80
3383,3383,91,89
3384,3384,94,94
3385,3385,94,85
3386,3386,88,81
3387,3387,85,85
3388,3388,83,76
3389,3389,91,79
3390,3390,70,70
3391,3391,85,73
3392,3392,66,66
3393,3393,69,69
3394,3394,69,61
3395,3395,72,60
3396,3396,75,60
3397,3397,80,80
3398,3398,85,80
3399,3399,47,47
3400,3400,75,36
3401,3401,54,54
3402,3402,54,44
3403,3403,60,55
3404,3404,65,36
3405,3405,41,41
3406,3406,77,37
3407,3407,40,40
3408,3408,92,81
3409,3409,100,94
3410,3410,96,87
3411,3411,99,83
3412,3412,88,87
3413,3413,80,80
3414,3414,96,87
3415,3415,92,78
3416,3416,86,86
3417,3417,43,43
3418,3418,56,48
3419,3419,53,46
3420,3420,64,55
3421,3421,50,50
3422,3422,55,39
3423,3423,41,38
3424,3424,40,40
3425,3425,50,41
3426,3426,91,77
3427,3427,89,76
3428,3428,88,88
3429,3429,86,78
3430,3430,80,80
3431,3431,87,87
3432,3432,97,83
3433,3433,95,77
3434,3434,82,82
3435,3435,70,55
3436,3436,67,67
3437,3437,71,71
3438,3438,92,67
3439,3439,65,57
3440,3440,78,78
3441,3441,88,58
3442,3442,76,76
3443,3443,76,76
3444,3444,66,46
3445,3445,62,53
3446,3446,71,69
3447,3447,45,45
3448,3448,62,62
3449,3449,50,37
3450,3450,49,49
3451,3451,50,43
3452,3452,65,40
3453,3453,76,35
3454,3454,50,49
3455,3455,71,42
3456,3456,63,63
3457,3457,65,49
3458,3458,46,46
3459,3459,52,35
3460,3460,46,46
3461,3461,59,50
3462,3462,52,36
3463,3463,53,46
3464,3464,44,44
3465,3465,62,60
3466,3466,61,59
3467,3467,77,65
3468,3468,71,37
3469,3469,56,56
3470,3470,74,41
3471,3471,66,66
3472,3472,73,60
3473,3473,87,61
3474,3474,72,72
3475,3475,89,83
3476,3476,65,63
3477,3477,65,65
3478,3478,79,72
3479,3479,94,58
3480,3480,68,53
3481,3481,78,56
3482,3482,44,44
3483,3483,64,46
3484,3484,51,49
3485,3485,71,49
3486,3486,47,41
3487,3487,78,36
3488,3488,67,36
3489,3489,42,42
3490,3490,44,39
3491,3491,62,62
3492,3492,48,42
3493,3493,51,47
3494,3494,63,63
3495,3495,51,51
3496,3496,52,44
3497,3497,65,35
3498,3498,88,88
3499,3499,84,84
3500,3500,86,81
3501,3501,86,78
3502,3502,100,92
3503,3503,84,84
3504,3504,95,91
3505,3505,85,82
3506,3506,100,86
3507,3507,90,87
3508,3508,91,87
3509,3509,87,79
3510,3510,96,88
3511,3511,85,82
3512,3512,82,82
3513,3513,97,77
3514,3514,100,76
3515,3515,94,94
3516,3516,92,85
3517,3517,92,63
3518,3518,80,76
3519,3519,67,67
3520,3520,92,73
3521,3521,94,75
3522,3522,76,74
3523,3523,86,81
3524,3524,86,67
3525,3525,91,91
3526,3526,94,93
3527,3527,89,89
3528,3528,100,85
3529,3529,95,86
3530,3530,88,88
3531,3531,88,88
3532,3532,92,92
3533,3533,86,83
3534,3534,83,81
3535,3535,78,78
3536,3536,77,75
3537,3537,76,58
3538,3538,68,68
3539,3539,88,82
3540,3540,83,58
3541,3541,84,72
3542,3542,72,72
3543,3543,75,69
3544,3544,77,68
3545,3545,70,60
3546,3546,73,73
3547,3547,78,69
3548,3548,93,66
3549,3549,65,65
3550,3550,92,79
3551,3551,92,60
3552,3552,64,36
3553,3553,71,62
3554,3554,60,36
3555,3555,68,48
3556,3556,78,59
3557,3557,53,53
3558,3558,58,49
3559,3559,41,41
3560,3560,41,41
3561,3561,93,77
3562,3562,88,86
3563,3563,85,80
3564,3564,96,94
3565,3565,81,81
3566,3566,82,80
3567,3567,81,81
3568,3568,94,79
3569,3569,88,80
3570,3570,82,82
3571,3571,85,84
3572,3572,85,82
3573,3573,99,77
3574,3574,85,85
3575,3575,91,80
3576,3576,87,75
3577,3577,88,88
3578,3578,81,81
3579,3579,87,87
3580,3580,88,88
3581,3581,83,82
3582,3582,81,77
3583,3583,89,89
3584,3584,92,92
3585,3585,96,89
3586,3586,91,91
3587,3587,92,83
3588,3588,90,57
3589,3589,76,74
3590,3590,77,77
3591,3591,80,67
3592,3592,89,64
3593,3593,89,63
3594,3594,72,64
3595,3595,79,71
3596,3596,79,78
3597,3597,49,41
3598,3598,69,59
3599,3599,44,44
3600,3600,70,37
3601,3601,70,39
3602,3602,72,45
3603,3603,75,52
3604,3604,73,58
3605,3605,69,57
3606,3606,77,42
3607,3607,67,67
3608,3608,76,67
3609,3609,64,56
3610,3610,57,44
3611,3611,45,45
3612,3612,42,42
3613,3613,66,47
3614,3614,49,49
3615,3615,44,44
3616,3616,70,39
3617,3617,50,50
3618,3618,61,58
3619,3619,56,56
3620,3620,61,55
3621,3621,77,68
3622,3622,55,49
3623,3623,57,56
3624,3624,81,81
3625,3625,83,79
3626,3626,87,82
3627,3627,83,83
3628,3628,92,88
3629,3629,87,80
3630,3630,82,82
3631,3631,92,88
3632,3632,80,80
3633,3633,95,87
3634,3634,87,84
3635,3635,90,80
3636,3636,82,78
3637,3637,80,79
3638,3638,82,82
3639,3639,95,80
3640,3640,91,91
3641,3641,91,91
3642,3642,83,76
3643,3643,81,81
3644,3644,85,85
3645,3645,88,88
3646,3646,82,82
3647,3647,99,83
3648,3648,96,78
3649,3649,89,76
3650,3650,85,85
3651,3651,92,88
3652,3652,89,89
3653,3653,84,79
3654,3654,83,79
3655,3655,84,77
3656,3656,90,90
3657,3657,93,78
3658,3658,97,93
3659,3659,95,95
3660,3660,66,57
3661,3661,77,66
3662,3662,95,80
3663,3663,79,63
3664,3664,87,82
3665,3665,89,66
3666,3666,95,71
3667,3667,75,64
3668,3668,81,81
3669,3669,65,65
3670,3670,76,76
3671,3671,91,87
3672,3672,86,86
3673,3673,81,67
3674,3674,90,57
3675,3675,82,73
3676,3676,66,66
3677,3677,85,59
3678,3678,87,85
3679,3679,88,84
3680,3680,87,87
3681,3681,88,75
3682,3682,94,82
3683,3683,82,82
3684,3684,93,75
3685,3685,100,84
3686,3686,95,93
3687,3687,92,70
3688,3688,88,76
3689,3689,65,65
3690,3690,95,85
3691,3691,88,71
3692,3692,73,73
3693,3693,88,65
3694,3694,74,74
3695,3695,85,59
3696,3696,55,39
3697,3697,57,46
3698,3698,47,47
3699,3699,69,67
3700,3700,57,40
3701,3701,51,51
3702,3702,56,36
3703,3703,45,39
3704,3704,73,69
3705,3705,92,79
3706,3706,90,87
3707,3707,70,67
3708,3708,83,59
3709,3709,91,86
3710,3710,75,75
3711,3711,79,67
3712,3712,86,78
3713,3713,91,55
3714,3714,81,62
3715,3715,82,76
3716,3716,90,75
3717,3717,78,73
3718,3718,95,74
3719,3719,87,71
3720,3720,73,73
3721,3721,81,78
3722,3722,74,74
3723,3723,94,88
3724,3724,76,62
3725,3725,75,75
3726,3726,71,60
3727,3727,91,60
3728,3728,83,74
3729,3729,68,68
3730,3730,94,81
3731,3731,88,58
3732,3732,68,68
3733,3733,77,61
3734,3734,82,70
3735,3735,85,61
3736,3736,71,63
3737,3737,92,87
3738,3738,86,86
3739,3739,88,67
3740,3740,78,68
3741,3741,84,84
3742,3742,98,84
3743,3743,83,83
3744,3744,80,78
3745,3745,88,79
3746,3746,98,78
3747,3747,81,81
3748,3748,82,82
3749,3749,88,78
3750,3750,87,55
3751,3751,79,64
3752,3752,68,68
3753,3753,86,86
3754,3754,71,64
3755,3755,92,70
3756,3756,78,58
3757,3757,70,58
3758,3758,88,84
3759,3759,49,49
3760,3760,40,40
3761,3761,77,64
3762,3762,68,47
3763,3763,70,59
3764,3764,68,43
3765,3765,71,59
3766,3766,72,44
3767,3767,73,51
3768,3768,92,75
3769,3769,83,82
3770,3770,87,87
3771,3771,98,91
3772,3772,96,75
3773,3773,97,88
3774,3774,86,80
3775,3775,93,83
3776,3776,86,86
3777,3777,70,47
3778,3778,61,57
3779,3779,61,61
3780,3780,41,39
3781,3781,54,54
3782,3782,66,66
3783,3783,75,63
3784,3784,53,48
3785,3785,40,40
3786,3786,53,40
3787,3787,47,40
3788,3788,74,50
3789,3789,74,45
3790,3790,40,40
3791,3791,66,56
3792,3792,54,52
3793,3793,62,62
3794,3794,46,36
3795,3795,81,80
3796,3796,84,84
3797,3797,87,87
3798,3798,86,86
3799,3799,89,89
3800,3800,85,85
3801,3801,81,81
3802,3802,93,78
3803,3803,82,79
3804,3804,73,73
3805,3805,81,76
3806,3806,84,68
3807,3807,84,83
3808,3808,71,56
3809,3809,89,84
3810,3810,68,63
3811,3811,87,62
3812,3812,85,63
3813,3813,69,69
3814,3814,84,59
3815,3815,75,75
3816,3816,75,63
3817,3817,80,68
3818,3818,87,60
3819,3819,67,67
3820,3820,88,75
3821,3821,92,76
3822,3822,90,56
3823,3823,88,60
3824,3824,95,61
3825,3825,85,78
3826,3826,95,56
3827,3827,75,75
3828,3828,81,73
3829,3829,67,64
3830,3830,80,73
3831,3831,89,73
3832,3832,75,75
3833,3833,79,56
3834,3834,86,71
3835,3835,85,76
3836,3836,73,73
3837,3837,68,68
3838,3838,81,69
3839,3839,66,66
3840,3840,87,57
3841,3841,71,70
3842,3842,82,82
3843,3843,65,65
3844,3844,73,58
3845,3845,73,73
3846,3846,81,55
3847,3847,95,66
3848,3848,93,70
3849,3849,85,59
3850,3850,86,59
3851,3851,86,73
3852,3852,85,74
3853,3853,72,72
3854,3854,88,88
3855,3855,95,71
3856,3856,91,79
3857,3857,77,65
3858,3858,70,70
3859,3859,76,76
3860,3860,71,56
3861,3861,74,74
3862,3862,81,81
3863,3863,89,69
3864,3864,82,82
3865,3865,73,73
3866,3866,84,58
3867,3867,92,73
3868,3868,71,71
3869,3869,83,75
3870,3870,88,69
3871,3871,67,61
3872,3872,79,62
3873,3873,71,70
3874,3874,71,71
3875,3875,75,69
3876,3876,94,87
3877,3877,77,61
3878,3878,78,78
3879,3879,70,68
3880,3880,65,61
3881,3881,82,63
3882,3882,65,65
3883,3883,85,85
3884,3884,84,62
3885,3885,99,86
3886,3886,89,89
3887,3887,96,95
3888,3888,97,84
3889,3889,95,85
3890,3890,93,81
3891,3891,86,86
3892,3892,87,87
3893,3893,82,77
3894,3894,84,84
3895,3895,81,81
3896,3896,90,82
3897,3897,93,76
3898,3898,84,84
3899,3899,81,81
3900,3900,86,86
3901,3901,82,75
3902,3902,82,82
3903,3903,90,86
3904,3904,97,80
3905,3905,100,90
3906,3906,84,84
3907,3907,88,84
3908,3908,87,84
3909,3909,96,89
3910,3910,87,87
3911,3911,96,79
3912,3912,88,62
3913,3913,79,56
3914,3914,76,59
3915,3915,70,56
3916,3916,73,65
3917,3917,83,81
3918,3918,77,73
3919,3919,89,84
3920,3920,69,69
3921,3921,90,90
3922,3922,96,84
3923,3923,86,80
3924,3924,87,84
3925,3925,93,87
3926,3926,81,81
3927,3927,97,90
3928,3928,94,88
3929,3929,94,80
3930,3930,73,49
3931,3931,63,50
3932,3932,75,36
3933,3933,40,40
3934,3934,47,44
3935,3935,67,56
3936,3936,49,49
3937,3937,49,49
3938,3938,75,59
3939,3939,86,75
3940,3940,83,83
3941,3941,86,86
3942,3942,83,83
3943,3943,92,92
3944,3944,89,89
3945,3945,80,80
3946,3946,80,80
3947,3947,92,87
3948,3948,96,81
3949,3949,99,85
3950,3950,80,76
3951,3951,81,81
3952,3952,100,94
3953,3953,81,81
3954,3954,100,91
3955,3955,94,94
3956,3956,91,82
3957,3957,94,94
3958,3958,94,79
3959,3959,93,93
3960,3960,80,80
3961,3961,95,95
3962,3962,81,80
3963,3963,82,82
3964,3964,97,83
3965,3965,86,86
3966,3966,87,65
3967,3967,77,61
3968,3968,79,55
3969,3969,94,65
3970,3970,70,55
3971,3971,78,70
3972,3972,75,63
3973,3973,76,76
3974,3974,67,67
3975,3975,77,55
3976,3976,58,58
3977,3977,67,52
3978,3978,68,48
3979,3979,65,65
3980,3980,69,66
3981,3981,51,39
3982,3982,45,45
3983,3983,51,41
3984,3984,70,70
3985,3985,88,83
3986,3986,91,69
3987,3987,93,62
3988,3988,86,75
3989,3989,83,83
3990,3990,90,82
3991,3991,68,68
3992,3992,92,86
3993,3993,82,64
3994,3994,70,69
3995,3995,70,60
3996,3996,86,78
3997,3997,79,61
3998,3998,69,59
3999,3999,70,59
4000,4000,83,80
4001,4001,95,57
4002,4002,67,67
4003,4003,41,41
4004,4004,61,37
4005,4005,54,54
4006,4006,56,56
4007,4007,59,56
4008,4008,75,39
4009,4009,68,68
4010,4010,42,42
4011,4011,94,87
4012,4012,85,75
4013,4013,92,77
4014,4014,100,96
4015,4015,97,90
4016,4016,99,93
4017,4017,84,79
4018,4018,95,76
4019,4019,96,75
4020,4020,43,43
4021,4021,63,59
4022,4022,69,37
4023,4023,57,57
4024,4024,63,52
4025,4025,65,64
4026,4026,62,53
4027,4027,48,48
4028,4028,65,49
4029,4029,70,70
4030,4030,75,66
4031,4031,94,85
4032,4032,77,65
4033,4033,95,69
4034,4034,81,78
4035,4035,95,87
4036,4036,76,76
4037,4037,81,71
4038,4038,71,53
4039,4039,52,52
4040,4040,72,39
4041,4041,70,65
4042,4042,61,50
4043,4043,63,48
4044,4044,58,58
4045,4045,52,41
4046,4046,53,53
4047,4047,60,37
4048,4048,49,41
4049,4049,45,37
4050,4050,64,64
4051,4051,77,68
4052,4052,48,48
4053,4053,55,55
4054,4054,62,60
4055,4055,61,61
4056,4056,77,67
4057,4057,74,63
4058,4058,48,48
4059,4059,57,57
4060,4060,67,58
4061,4061,58,46
4062,4062,47,40
4063,4063,61,36
4064,4064,42,37
4065,4065,93,69
4066,4066,85,62
4067,4067,67,67
4068,4068,66,66
4069,4069,82,66
4070,4070,74,74
4071,4071,83,83
4072,4072,87,69
4073,4073,90,83
4074,4074,96,80
4075,4075,82,82
4076,4076,97,78
4077,4077,82,79
4078,4078,100,75
4079,4079,81,81
4080,4080,96,82
4081,4081,86,86
4082,4082,85,85
4083,4083,51,51
4084,4084,63,63
4085,4085,64,44
4086,4086,60,44
4087,4087,69,59
4088,4088,46,46
4089,4089,68,42
4090,4090,69,48
4091,4091,53,46
4092,4092,83,68
4093,4093,95,61
4094,4094,86,59
4095,4095,82,64
4096,4096,85,78
4097,4097,83,68
4098,4098,73,73
4099,4099,79,79
4100,4100,74,70
4101,4101,95,94
4102,4102,94,94
4103,4103,94,75
4104,4104,82,80
4105,4105,99,89
4106,4106,83,81
4107,4107,90,79
4108,4108,96,82
4109,4109,83,79
4110,4110,82,67
4111,4111,73,73
4112,4112,93,84
4113,4113,83,83
4114,4114,88,78
4115,4115,72,72
4116,4116,94,57
4117,4117,74,70
4118,4118,91,75
4119,4119,95,68
4120,4120,94,60
4121,4121,83,65
4122,4122,83,77
4123,4123,71,71
4124,4124,81,67
4125,4125,94,55
4126,4126,67,67
4127,4127,84,62
4128,4128,47,47
4129,4129,69,61
4130,4130,43,42
4131,4131,45,42
4132,4132,48,46
4133,4133,42,42
4134,4134,73,63
4135,4135,53,37
4136,4136,64,56
4137,4137,89,89
4138,4138,89,80
4139,4139,97,96
4140,4140,90,75
4141,4141,84,79
4142,4142,80,80
4143,4143,91,87
4144,4144,100,75
4145,4145,98,94
4146,4146,65,61
4147,4147,69,69
4148,4148,82,75
4149,4149,89,63
4150,4150,95,59
4151,4151,65,64
4152,4152,78,62
4153,4153,72,72
4154,4154,84,58
4155,4155,93,82
4156,4156,96,95
4157,4157,90,83
4158,4158,100,95
4159,4159,89,76
4160,4160,99,86
4161,4161,95,93
4162,4162,91,88
4163,4163,82,82
4164,4164,87,83
4165,4165,88,88
4166,4166,97,76
4167,4167,96,78
4168,4168,93,92
4169,4169,88,77
4170,4170,81,81
4171,4171,91,89
4172,4172,83,83
4173,4173,94,78
4174,4174,87,85
4175,4175,89,86
4176,4176,95,84
4177,4177,83,81
4178,4178,85,85
4179,4179,91,89
4180,4180,88,88
4181,4181,80,80
4182,4182,94,83
4183,4183,93,79
4184,4184,96,82
4185,4185,95,75
4186,4186,92,88
4187,4187,90,90
4188,4188,83,76
4189,4189,94,78
4190,4190,100,83
4191,4191,98,95
4192,4192,90,82
4193,4193,90,80
4194,4194,96,76
4195,4195,99,90
4196,4196,99,91
4197,4197,100,77
4198,4198,83,83
4199,4199,89,78
4200,4200,95,58
4201,4201,72,69
4202,4202,78,66
4203,4203,81,73
4204,4204,84,83
4205,4205,91,71
4206,4206,95,63
4207,4207,81,81
4208,4208,70,61
4209,4209,86,56
4210,4210,73,61
4211,4211,82,60
4212,4212,89,87
4213,4213,89,83
4214,4214,67,67
4215,4215,82,82
4216,4216,94,87
4217,4217,67,67
4218,4218,68,57
4219,4219,54,54
4220,4220,40,40
4221,4221,56,56
4222,4222,70,40
4223,4223,52,52
4224,4224,65,40
4225,4225,50,50
4226,4226,77,52
4227,4227,49,49
4228,4228,70,38
4229,4229,54,42
4230,4230,77,62
4231,4231,71,70
4232,4232,58,58
4233,4233,64,57
4234,4234,77,60
4235,4235,78,61
4236,4236,88,88
4237,4237,96,84
4238,4238,84,84
4239,4239,85,85
4240,4240,100,88
4241,4241,80,80
4242,4242,87,83
4243,4243,96,82
4244,4244,84,83
4245,4245,68,39
4246,4246,44,40
4247,4247,47,47
4248,4248,78,45
4249,4249,66,41
4250,4250,66,35
4251,4251,42,42
4252,4252,65,56
4253,4253,50,50
4254,4254,46,46
4255,4255,52,52
4256,4256,66,60
4257,4257,70,39
4258,4258,56,56
4259,4259,42,42
4260,4260,40,40
4261,4261,46,46
4262,4262,73,41
4263,4263,92,83
4264,4264,97,94
4265,4265,98,87
4266,4266,89,89
4267,4267,82,82
4268,4268,90,90
4269,4269,84,84
4270,4270,95,86
4271,4271,81,81
4272,4272,66,66
4273,4273,89,80
4274,4274,78,63
4275,4275,75,75
4276,4276,65,58
4277,4277,83,74
4278,4278,83,71
4279,4279,77,77
4280,4280,93,82
4281,4281,88,80
4282,4282,89,85
4283,4283,94,85
4284,4284,94,84
4285,4285,86,86
4286,4286,84,82
4287,4287,92,87
4288,4288,85,85
4289,4289,83,83
4290,4290,66,55
4291,4291,70,66
4292,4292,70,70
4293,4293,87,85
4294,4294,75,59
4295,4295,70,70
4296,4296,76,76
4297,4297,90,88
4298,4298,65,55
4299,4299,95,92
4300,4300,85,85
4301,4301,94,75
4302,4302,84,84
4303,4303,100,88
4304,4304,85,76
4305,4305,95,85
4306,4306,98,87
4307,4307,94,92
4308,4308,85,84
4309,4309,87,87
4310,4310,88,76
4311,4311,88,84
4312,4312,94,85
4313,4313,82,78
4314,4314,94,84
4315,4315,95,95
4316,4316,82,82
4317,4317,85,65
4318,4318,92,79
4319,4319,93,85
4320,4320,82,58
4321,4321,90,79
4322,4322,73,73
4323,4323,77,69
4324,4324,91,64
4325,4325,75,69
4326,4326,100,78
4327,4327,92,89
4328,4328,82,82
4329,4329,88,83
4330,4330,88,83
4331,4331,86,86
4332,4332,95,94
4333,4333,97,78
4334,4334,90,82
4335,4335,81,81
4336,4336,88,79
4337,4337,78,78
4338,4338,93,58
4339,4339,80,63
4340,4340,91,83
4341,4341,72,57
4342,4342,84,79
4343,4343,69,68
4344,4344,87,87
4345,4345,83,83
4346,4346,92,80
4347,4347,85,85
4348,4348,98,92
4349,4349,83,76
4350,4350,87,80
4351,4351,96,87
4352,4352,81,75
4353,4353,86,85
4354,4354,82,60
4355,4355,77,60
4356,4356,72,72
4357,4357,85,60
4358,4358,90,85
4359,4359,89,63
4360,4360,92,75
4361,4361,66,55
4362,4362,73,73
4363,4363,79,59
4364,4364,66,66
4365,4365,77,77
4366,4366,93,80
4367,4367,67,60
4368,4368,95,69
4369,4369,79,75
4370,4370,94,72
4371,4371,75,47
4372,4372,58,58
4373,4373,76,60
4374,4374,40,40
4375,4375,75,68
4376,4376,70,68
4377,4377,71,39
4378,4378,77,62
4379,4379,44,44
4380,4380,82,79
4381,4381,91,89
4382,4382,98,92
4383,4383,80,80
4384,4384,80,80
4385,4385,82,82
4386,4386,83,83
4387,4387,82,82
4388,4388,92,92
4389,4389,85,64
